user_id,watch_time_hours,total_sessions,avg_session_mins,weekday_watch_ratio,recency_days,short_session_ratio,top_genres
USR-2422,1.6,4,23.0,0.73,18.0,0.65,"Documentary,Drama"
USR-2423,4.1,5,32.2,0.37,33.0,0.69,Comedy
USR-2424,17.6,20,16.4,0.54,5.0,0.67,Comedy
USR-2425,61.9,30,106.4,0.64,3.0,0.09,"Action,Thriller"
USR-2426,3.0,6,33.3,0.74,39.0,0.35,Drama
USR-2427,15.8,32,24.3,0.33,1.0,0.82,"Romance,Animation"
USR-2428,25.3,61,91.8,0.74,2.0,0.14,"Thriller,Sci-Fi"
USR-2429,30.7,39,42.1,0.46,4.0,0.24,"Romance,Thriller,Action,Documentary,Sci-Fi"
USR-2430,36.6,49,42.4,0.53,5.0,0.42,"Sci-Fi,Thriller,Documentary,Romance,Action"
USR-2431,51.9,45,43.6,0.55,5.0,0.43,"Thriller,Romance,Drama"
USR-2432,18.9,32,6.4,0.53,1.0,0.86,"Animation,Romance"
USR-2433,50.3,59,98.2,0.8,2.0,0.09,"Action,Sci-Fi,Thriller"
USR-2434,19.4,19,17.3,0.58,5.0,0.81,"Comedy,Animation"
USR-2435,0.9,4,24.7,0.55,23.0,0.69,"Documentary,Drama"
USR-2436,64.6,33,95.5,0.54,2.0,0.1,"Action,Thriller,Sci-Fi"
USR-2437,51.1,40,74.3,0.59,2.0,0.09,"Thriller,Action,Sci-Fi"
USR-2438,3.1,4,30.9,0.78,37.0,0.38,Drama
USR-2439,106.7,25,100.9,0.69,4.0,0.07,"Action,Thriller,Sci-Fi"
USR-2440,40.4,46,37.0,0.51,3.0,0.42,"Romance,Comedy,Thriller"
USR-2441,8.2,34,27.7,0.32,3.0,0.75,"Animation,Comedy"
USR-2442,8.7,38,16.2,0.38,8.0,0.8,Comedy
USR-2443,3.7,7,17.2,0.51,10.0,0.66,Comedy
USR-2444,27.6,37,21.3,0.54,6.0,0.64,Romance
USR-2445,81.4,51,100.1,0.72,4.0,0.13,"Thriller,Action"
USR-2446,10.6,23,13.2,0.38,2.0,0.79,Romance
USR-2447,27.1,33,47.0,0.56,3.0,0.81,Romance
USR-2448,39.2,34,62.0,0.63,1.0,0.42,"Thriller,Horror,Action"
USR-2449,45.3,55,89.8,0.51,4.0,0.16,"Sci-Fi,Action,Thriller"
USR-2450,1.1,3,24.3,0.57,25.0,0.67,Documentary
USR-2451,14.7,19,24.4,0.52,7.0,0.73,Romance
USR-2452,2.9,5,22.3,0.4,34.0,0.44,Documentary
USR-2453,40.8,30,54.5,0.47,3.0,0.41,"Horror,Action,Documentary"
USR-2454,2.5,6,25.7,0.57,23.0,0.38,"Drama,Documentary"
USR-2455,67.7,47,109.5,0.61,3.0,0.18,"Sci-Fi,Action,Thriller"
USR-2456,67.5,39,70.1,0.61,3.0,0.1,"Sci-Fi,Thriller,Action"
USR-2457,23.7,36,20.3,0.45,,0.8,Romance
USR-2458,7.6,1,5.0,0.68,27.0,0.63,Comedy
USR-2459,31.3,52,46.4,0.68,2.0,0.24,"Action,Thriller,Comedy,Horror"
USR-2460,7.4,17,25.4,0.48,3.0,0.75,Comedy
USR-2461,87.1,29,93.2,0.62,2.0,0.05,"Sci-Fi,Thriller"
USR-2462,55.2,27,88.9,0.6,1.0,0.07,"Thriller,Action"
USR-2463,47.3,69,116.2,0.66,3.0,0.08,"Sci-Fi,Action"
USR-2464,9.4,21,28.3,0.53,2.0,0.87,Comedy
USR-2465,1.7,7,14.3,0.68,41.0,0.52,"Drama,Documentary"
USR-2466,25.4,49,36.2,0.5,4.0,0.33,"Romance,Action,Thriller"
USR-2467,17.3,37,56.4,0.61,3.0,0.36,"Drama,Romance,Documentary"
USR-2468,2.9,4,10.3,0.38,14.0,0.42,"Documentary,Drama"
USR-2469,70.4,60,108.3,0.53,2.0,0.09,"Sci-Fi,Thriller"
USR-2470,45.5,57,82.4,0.7,4.0,0.12,"Action,Thriller"
USR-2471,51.0,46,63.3,0.46,5.0,0.28,"Sci-Fi,Drama,Comedy"
USR-2472,49.7,62,77.4,0.71,4.0,0.18,"Action,Sci-Fi,Thriller"
USR-2473,21.8,30,5.0,0.5,5.0,0.89,"Romance,Animation"
USR-2474,37.1,38,62.0,0.63,2.0,0.45,"Thriller,Documentary,Sci-Fi,Romance,Action"
USR-2475,36.4,30,58.5,0.49,2.0,0.3,"Sci-Fi,Romance,Comedy"
USR-2476,84.3,31,86.6,0.58,4.0,0.14,"Sci-Fi,Action,Thriller"
USR-2477,3.5,17,39.2,0.37,4.0,0.69,Animation
USR-2478,85.5,59,84.1,0.53,4.0,0.07,"Sci-Fi,Thriller,Action"
USR-2479,11.9,26,21.8,0.53,7.0,0.67,"Comedy,Romance"
USR-2480,24.7,37,18.8,0.59,6.0,0.86,Romance
USR-2481,63.9,41,51.8,0.62,3.0,0.12,"Sci-Fi,Action"
USR-2482,8.1,1,28.5,0.2,36.0,0.53,Documentary
USR-2483,3.8,6,21.8,0.31,,0.38,"Drama,Comedy"
USR-2484,63.0,37,67.2,0.73,3.0,0.13,"Sci-Fi,Action,Thriller"
USR-2485,7.2,3,19.2,0.38,21.0,0.42,"Drama,Comedy"
USR-2486,4.2,1,29.2,0.64,32.0,0.37,Documentary
USR-2487,4.0,6,5.0,0.66,21.0,0.44,Drama
USR-2488,86.6,65,83.9,0.57,4.0,0.15,"Thriller,Sci-Fi"
USR-2489,43.2,44,70.3,0.66,1.0,0.27,"Sci-Fi,Thriller,Drama,Animation,Action"
USR-2490,4.0,2,18.1,0.23,31.0,0.47,"Documentary,Drama"
USR-2491,36.3,39,45.8,0.67,4.0,0.45,"Action,Sci-Fi,Horror"
USR-2492,82.7,54,121.7,0.77,4.0,0.18,"Sci-Fi,Action,Thriller"
USR-2493,60.5,39,76.1,0.74,2.0,0.14,"Action,Sci-Fi"
USR-2494,9.0,30,20.6,0.54,8.0,0.9,"Comedy,Romance"
USR-2495,53.8,45,46.9,0.44,6.0,0.23,"Thriller,Romance,Documentary,Comedy,Sci-Fi"
USR-2496,6.3,6,24.1,0.3,41.0,0.6,Documentary
USR-2497,5.0,2,15.8,0.7,11.0,0.61,Documentary
USR-2498,74.5,29,124.7,0.54,4.0,0.14,"Thriller,Action"
USR-2499,22.9,48,38.3,0.64,4.0,0.39,"Comedy,Horror,Documentary"
USR-2500,0.7,3,24.3,0.22,27.0,0.35,Drama
USR-2501,11.7,37,27.6,0.43,5.0,0.79,Romance
USR-2502,6.2,1,40.5,0.52,22.0,0.5,"Documentary,Comedy"
USR-2503,29.7,45,51.2,0.5,4.0,0.3,"Thriller,Action,Sci-Fi,Animation"
USR-2504,3.2,6,24.8,0.48,12.0,0.66,"Documentary,Drama"
USR-2505,5.2,7,19.7,0.52,11.0,0.54,"Drama,Comedy"
USR-2506,47.3,40,46.6,0.41,6.0,0.47,"Action,Sci-Fi,Drama,Horror,Documentary"
USR-2507,59.6,56,91.2,0.76,1.0,0.13,"Action,Thriller,Sci-Fi"
USR-2508,33.2,34,53.7,0.5,6.0,0.31,"Horror,Romance,Thriller,Sci-Fi"
USR-2509,16.1,45,41.5,0.63,2.0,0.47,"Animation,Comedy,Romance,Thriller,Sci-Fi"
USR-2510,6.3,6,15.3,0.26,11.0,0.64,"Documentary,Comedy"
USR-2511,14.5,36,29.5,0.52,6.0,0.74,Comedy
USR-2512,21.5,25,21.3,0.52,5.0,0.89,"Romance,Comedy"
USR-2513,53.6,38,71.4,0.47,5.0,0.3,"Horror,Action,Drama"
USR-2514,31.8,32,56.4,0.49,1.0,0.49,"Drama,Horror,Sci-Fi"
USR-2515,84.3,54,82.5,0.56,2.0,0.2,"Sci-Fi,Thriller"
USR-2516,23.2,30,20.4,0.46,6.0,0.7,"Romance,Comedy"
USR-2517,1.1,2,20.7,0.31,31.0,0.32,Drama
USR-2518,6.7,6,17.7,0.25,13.0,0.54,"Comedy,Drama"
USR-2519,55.2,47,49.3,0.44,1.0,0.32,"Comedy,Horror,Sci-Fi,Romance"
USR-2520,17.3,37,5.0,0.49,7.0,0.77,"Comedy,Romance"
USR-2521,12.2,34,29.4,0.57,8.0,0.87,Animation
USR-2522,20.1,16,22.7,0.45,9.0,0.68,"Animation,Romance"
USR-2523,18.4,38,16.6,0.51,6.0,0.75,Animation
USR-2524,20.8,38,36.2,0.31,2.0,0.71,"Comedy,Romance"
USR-2525,16.7,30,32.3,0.42,5.0,0.67,Romance
USR-2526,16.8,28,29.2,0.5,4.0,0.75,Romance
USR-2527,45.1,35,25.8,0.52,3.0,0.26,"Sci-Fi,Horror,Action,Thriller"
USR-2528,87.1,25,90.8,0.76,2.0,0.06,"Thriller,Sci-Fi,Action"
USR-2529,56.9,67,94.4,0.51,4.0,0.19,"Thriller,Action,Sci-Fi"
USR-2530,81.4,29,78.2,0.59,1.0,0.09,"Action,Sci-Fi"
USR-2531,68.0,34,65.6,0.6,1.0,0.36,"Thriller,Comedy,Documentary"
USR-2532,8.4,30,25.8,0.32,2.0,0.84,Animation
USR-2533,45.8,61,70.0,0.58,4.0,0.14,"Action,Thriller,Sci-Fi"
USR-2534,9.3,35,26.1,0.35,2.0,0.65,Romance
USR-2535,77.1,69,79.1,0.7,2.0,0.11,"Action,Thriller,Sci-Fi"
USR-2536,4.8,1,31.3,0.32,26.0,0.65,Drama
USR-2537,69.1,54,54.4,0.55,5.0,0.37,"Comedy,Action,Documentary"
USR-2538,14.5,21,33.8,0.5,9.0,0.82,"Romance,Comedy"
USR-2539,41.1,38,54.0,0.57,3.0,0.32,"Comedy,Thriller,Animation,Documentary"
USR-2540,25.1,52,45.3,0.65,3.0,0.49,"Thriller,Comedy,Romance,Animation,Drama"
USR-2541,28.5,51,53.7,0.69,4.0,0.23,"Romance,Action,Animation,Horror,Sci-Fi"
USR-2542,84.7,36,84.9,0.59,2.0,0.17,"Action,Sci-Fi,Thriller"
USR-2543,13.0,31,30.1,0.44,2.0,0.8,Comedy
USR-2544,16.5,55,31.3,0.62,2.0,0.3,"Drama,Documentary,Romance,Horror,Comedy"
USR-2545,15.2,29,26.1,0.32,9.0,0.82,"Animation,Romance"
USR-2546,9.6,5,20.3,0.61,37.0,0.64,Comedy
USR-2547,81.6,68,103.1,0.78,1.0,0.11,"Action,Thriller"
USR-2548,40.2,52,88.5,0.72,1.0,0.08,"Action,Thriller"
USR-2549,44.2,38,34.0,0.68,2.0,0.47,"Horror,Comedy,Romance,Animation,Sci-Fi"
USR-2550,66.0,42,69.9,0.68,4.0,0.11,"Sci-Fi,Thriller,Action"
USR-2551,74.9,58,66.9,0.59,1.0,0.13,"Sci-Fi,Thriller,Action"
USR-2552,63.2,53,90.2,0.6,4.0,0.07,"Sci-Fi,Thriller"
USR-2553,27.3,36,25.9,0.57,5.0,0.62,Comedy
USR-2554,14.6,30,30.8,0.46,9.0,0.87,"Comedy,Romance"
USR-2555,58.8,52,106.0,0.57,3.0,0.08,"Action,Thriller"
USR-2556,39.0,37,42.4,0.63,2.0,0.07,"Thriller,Sci-Fi"
USR-2557,12.8,33,31.6,0.54,2.0,0.75,"Animation,Comedy"
USR-2558,84.8,47,74.0,0.76,1.0,0.11,"Thriller,Sci-Fi"
USR-2559,11.9,16,21.5,0.49,5.0,0.71,Comedy
USR-2560,23.0,26,19.9,0.35,5.0,0.87,"Animation,Romance"
USR-2561,0.5,6,24.5,0.53,36.0,0.53,"Drama,Comedy"
USR-2562,24.7,17,21.9,0.38,6.0,0.75,Animation
USR-2563,50.0,46,56.4,0.46,1.0,0.41,"Romance,Drama,Horror"
USR-2564,7.6,19,30.4,0.49,3.0,0.82,"Animation,Comedy"
USR-2565,2.6,1,5.0,0.73,28.0,0.51,Documentary
USR-2566,73.8,49,65.8,0.54,1.0,0.15,"Action,Thriller"
USR-2567,3.8,6,20.5,0.65,17.0,0.6,Documentary
USR-2568,60.2,31,84.2,0.53,1.0,0.08,"Action,Sci-Fi,Thriller"
USR-2569,49.9,57,91.6,0.61,4.0,0.08,"Sci-Fi,Action,Thriller"
USR-2570,52.7,42,73.6,0.52,1.0,0.18,"Action,Sci-Fi"
USR-2571,13.0,32,21.1,0.47,4.0,0.64,"Comedy,Animation"
USR-2572,32.2,55,47.5,0.52,5.0,0.24,"Comedy,Action,Thriller,Horror,Drama"
USR-2573,81.2,27,88.6,0.66,4.0,0.11,"Sci-Fi,Thriller,Action"
USR-2574,14.8,26,18.8,0.3,6.0,0.88,"Animation,Romance"
USR-2575,4.3,5,13.9,0.45,20.0,0.51,"Drama,Comedy"
USR-2576,71.8,63,87.8,0.76,4.0,0.16,"Action,Sci-Fi"
USR-2577,7.5,6,7.3,0.22,41.0,0.43,"Drama,Documentary"
USR-2578,60.4,53,41.6,0.47,4.0,0.43,"Drama,Thriller,Animation,Horror"
USR-2579,8.3,15,31.4,0.43,5.0,0.7,Comedy
USR-2580,30.3,32,45.6,0.45,5.0,0.31,"Horror,Sci-Fi,Thriller,Documentary,Animation"
USR-2581,6.3,7,12.3,0.25,33.0,0.37,"Documentary,Drama"
USR-2582,17.3,21,5.0,0.52,3.0,0.89,"Romance,Comedy"
USR-2583,55.0,54,57.5,0.67,1.0,0.08,"Action,Sci-Fi,Thriller"
USR-2584,43.9,60,75.4,0.62,1.0,0.2,"Thriller,Action"
USR-2585,66.2,35,102.8,0.76,2.0,0.13,"Sci-Fi,Action,Thriller"
USR-2586,76.0,68,74.7,0.78,3.0,0.2,"Action,Sci-Fi,Thriller"
USR-2587,31.1,67,111.6,0.69,1.0,0.11,"Sci-Fi,Action,Thriller"
USR-2588,5.5,19,41.0,0.57,3.0,0.76,Animation
USR-2589,31.6,54,48.5,0.48,1.0,0.31,"Drama,Comedy,Thriller,Horror,Action"
USR-2590,2.5,1,25.3,0.54,14.0,0.63,"Comedy,Documentary"
USR-2591,1.8,6,15.3,0.57,37.0,0.62,"Drama,Comedy"
USR-2592,55.7,54,41.4,0.63,1.0,0.32,"Drama,Animation,Horror,Romance,Sci-Fi"
USR-2593,20.1,28,6.7,0.52,1.0,0.72,"Animation,Comedy"
USR-2594,6.5,4,15.4,0.74,19.0,0.43,"Comedy,Documentary"
USR-2595,44.4,49,116.9,0.6,4.0,0.08,"Thriller,Sci-Fi"
USR-2596,34.3,42,97.8,0.52,1.0,0.13,"Action,Thriller"
USR-2597,70.2,49,78.3,0.57,4.0,0.11,"Thriller,Action,Sci-Fi"
USR-2598,43.5,36,32.0,0.56,4.0,0.49,"Thriller,Horror,Romance,Drama,Documentary"
USR-2599,13.6,26,11.2,0.4,6.0,0.61,"Comedy,Animation"
USR-2600,35.7,37,63.7,0.69,3.0,0.39,"Action,Drama,Animation"
USR-2601,18.3,39,14.9,0.4,7.0,0.61,Comedy
USR-2602,2.6,7,27.6,0.47,38.0,0.49,"Comedy,Drama"
USR-2603,1.0,3,36.6,0.63,12.0,0.39,Documentary
USR-2604,16.0,26,28.9,0.31,5.0,0.79,Animation
USR-2605,38.7,51,93.7,0.61,4.0,0.17,"Sci-Fi,Action"
USR-2606,42.5,39,47.5,0.6,4.0,0.28,"Thriller,Sci-Fi,Animation,Documentary,Comedy"
USR-2607,60.7,39,69.9,0.62,1.0,0.07,"Action,Sci-Fi,Thriller"
USR-2608,48.4,49,38.6,0.59,3.0,0.38,"Comedy,Documentary,Thriller,Animation"
USR-2609,19.1,33,7.9,0.51,9.0,0.74,"Comedy,Romance"
USR-2610,9.0,23,43.3,0.4,3.0,0.73,"Comedy,Animation"
USR-2611,10.9,1,17.3,0.32,27.0,0.65,Drama
USR-2612,6.5,7,27.6,0.75,22.0,0.56,Drama
USR-2613,30.7,41,51.4,0.42,6.0,0.26,"Sci-Fi,Comedy,Animation,Action,Drama"
USR-2614,46.1,54,34.6,0.46,2.0,0.25,"Comedy,Thriller,Documentary,Romance"
USR-2615,31.1,44,76.7,0.52,5.0,0.22,"Animation,Thriller,Comedy,Sci-Fi,Drama"
USR-2616,45.5,46,57.1,0.57,3.0,0.26,"Sci-Fi,Comedy,Romance"
USR-2617,20.2,32,20.3,0.6,9.0,0.9,Romance
USR-2618,2.4,2,27.0,0.63,28.0,0.69,"Documentary,Drama"
USR-2619,45.4,33,46.8,0.56,6.0,0.5,"Comedy,Action,Drama,Horror"
USR-2620,15.7,16,27.1,0.37,6.0,0.72,Animation
USR-2621,81.7,53,74.0,0.59,1.0,0.19,"Thriller,Sci-Fi,Action"
USR-2622,6.8,39,24.8,0.38,4.0,0.66,Comedy
USR-2623,16.2,19,33.2,0.43,2.0,0.89,"Animation,Comedy"
USR-2624,39.9,65,84.9,0.62,1.0,0.15,"Sci-Fi,Action"
USR-2625,12.2,31,14.6,0.3,2.0,0.78,Animation
USR-2626,27.7,54,47.5,0.65,3.0,0.26,"Action,Documentary,Romance,Thriller"
USR-2627,44.1,56,39.1,0.57,5.0,0.42,"Animation,Thriller,Drama"
USR-2628,54.0,47,47.1,0.55,3.0,0.34,"Horror,Comedy,Action"
USR-2629,1.8,4,36.9,0.35,28.0,0.63,Drama
USR-2630,48.5,63,97.1,0.68,2.0,0.08,"Thriller,Sci-Fi,Action"
USR-2631,74.0,67,94.6,0.72,3.0,0.06,"Thriller,Sci-Fi"
USR-2632,11.1,22,22.4,0.52,9.0,0.81,"Comedy,Animation"
USR-2633,54.7,66,129.6,0.68,3.0,0.11,"Thriller,Sci-Fi,Action"
USR-2634,2.5,1,29.4,0.37,19.0,0.43,"Documentary,Drama"
USR-2635,76.8,37,100.6,0.78,4.0,0.09,"Action,Thriller,Sci-Fi"
USR-2636,69.9,30,124.4,0.59,4.0,0.13,"Sci-Fi,Action,Thriller"
USR-2637,15.0,33,22.5,0.34,1.0,0.88,"Comedy,Romance"
USR-2638,11.7,33,24.2,0.44,8.0,0.62,Animation
USR-2639,44.4,49,80.4,0.41,2.0,0.25,"Documentary,Thriller,Sci-Fi,Action"
USR-2640,12.4,34,30.5,0.52,8.0,0.72,"Comedy,Romance"
USR-2641,4.3,7,5.0,0.54,40.0,0.68,Drama
USR-2642,42.9,43,57.2,0.58,3.0,0.39,"Comedy,Romance,Sci-Fi,Documentary,Drama"
USR-2643,5.2,4,29.6,0.47,25.0,0.58,Drama
USR-2644,45.6,43,36.5,0.62,4.0,0.23,"Sci-Fi,Thriller,Comedy,Drama"
USR-2645,43.5,39,42.2,0.62,3.0,0.39,"Thriller,Sci-Fi,Horror"
USR-2646,16.1,17,28.3,0.48,2.0,0.86,Animation
USR-2647,53.9,35,55.1,0.54,2.0,0.21,"Animation,Documentary,Action,Comedy,Sci-Fi"
USR-2648,43.5,47,56.1,0.51,1.0,0.22,"Action,Animation,Drama,Documentary,Sci-Fi"
USR-2649,5.3,27,28.2,0.35,4.0,0.69,Romance
USR-2650,43.3,46,59.9,0.55,5.0,0.43,"Comedy,Drama,Action,Animation,Horror"
USR-2651,16.5,27,10.8,0.35,2.0,0.72,Comedy
USR-2652,59.8,37,71.6,0.51,3.0,0.19,"Action,Sci-Fi"
USR-2653,45.0,35,30.8,0.69,2.0,0.48,"Action,Sci-Fi,Animation,Comedy"
USR-2654,3.1,34,25.2,0.53,1.0,0.75,"Animation,Comedy"
USR-2655,22.0,19,25.0,0.52,5.0,0.72,"Comedy,Animation"
USR-2656,9.1,24,22.4,0.37,4.0,0.79,"Romance,Comedy"
USR-2657,55.2,28,69.8,0.64,1.0,0.17,"Action,Thriller"
USR-2658,14.7,38,21.5,0.55,1.0,0.79,Animation
USR-2659,61.1,61,84.2,0.59,1.0,0.18,"Thriller,Sci-Fi"
USR-2660,64.2,50,47.9,0.51,1.0,0.09,"Thriller,Sci-Fi,Action"
USR-2661,73.0,59,78.0,0.58,1.0,0.07,"Action,Sci-Fi,Thriller"
USR-2662,61.3,57,80.6,0.56,3.0,0.17,"Action,Sci-Fi,Thriller"
USR-2663,15.5,29,19.5,0.43,2.0,0.68,Romance
USR-2664,0.7,36,23.0,0.57,4.0,0.72,"Romance,Animation"
USR-2665,38.7,49,63.9,0.42,6.0,0.25,"Comedy,Drama,Thriller,Romance"
USR-2666,27.8,50,41.5,0.62,6.0,0.36,"Action,Drama,Horror"
USR-2667,51.4,36,52.0,0.67,1.0,0.49,"Animation,Action,Thriller,Drama,Horror"
USR-2668,12.2,28,24.0,0.5,7.0,0.9,"Romance,Animation"
USR-2669,71.1,37,107.0,0.79,3.0,0.07,"Action,Sci-Fi,Thriller"
USR-2670,15.1,36,36.1,0.5,3.0,0.68,"Comedy,Romance"
USR-2671,61.5,52,106.0,0.73,2.0,0.11,"Action,Sci-Fi"
USR-2672,7.9,19,26.7,0.41,8.0,0.68,Animation
USR-2673,49.2,35,59.5,0.5,2.0,0.43,"Romance,Comedy,Animation"
USR-2674,12.3,22,34.1,0.34,2.0,0.62,Romance
USR-2675,5.6,3,5.6,0.36,28.0,0.33,"Comedy,Drama"
USR-2676,2.6,6,12.4,0.45,30.0,0.33,Comedy
USR-2677,68.8,53,108.9,0.71,2.0,0.19,"Thriller,Action,Sci-Fi"
USR-2678,0.5,3,24.8,0.79,36.0,0.46,"Drama,Documentary"
USR-2679,28.2,52,52.1,0.41,5.0,0.4,"Action,Documentary,Sci-Fi,Thriller"
USR-2680,42.1,33,44.0,0.65,5.0,0.31,"Comedy,Drama,Horror"
USR-2681,66.9,28,37.7,0.67,1.0,0.11,"Action,Sci-Fi"
USR-2682,45.3,37,104.1,0.52,2.0,0.07,"Sci-Fi,Action"
USR-2683,23.7,32,47.4,0.69,6.0,0.45,"Documentary,Thriller,Sci-Fi,Animation"
USR-2684,68.0,67,93.4,0.62,1.0,0.06,"Action,Sci-Fi"
USR-2685,23.8,41,63.8,0.52,2.0,0.45,"Thriller,Documentary,Action,Animation,Horror"
USR-2686,22.8,55,76.3,0.47,4.0,0.46,"Comedy,Drama,Sci-Fi,Animation"
USR-2687,81.7,66,77.2,0.67,1.0,0.09,"Sci-Fi,Thriller"
USR-2688,8.5,4,23.2,0.29,20.0,0.61,Comedy
USR-2689,45.9,64,89.6,0.78,3.0,0.08,"Thriller,Sci-Fi,Action"
USR-2690,4.0,4,10.5,0.22,32.0,0.35,"Drama,Comedy"
USR-2691,6.2,1,35.1,0.39,33.0,0.32,Drama
USR-2692,75.8,52,84.1,0.55,3.0,0.14,"Action,Thriller,Sci-Fi"
USR-2693,28.5,55,51.6,0.59,4.0,0.42,"Drama,Horror,Thriller,Romance"
USR-2694,1.2,3,15.8,0.61,37.0,0.46,Comedy
USR-2695,59.2,67,89.5,0.72,3.0,0.12,"Thriller,Action"
USR-2696,18.4,50,35.3,0.42,5.0,0.3,"Documentary,Thriller,Horror,Romance"
USR-2697,67.4,48,55.6,0.67,2.0,0.09,"Thriller,Action,Sci-Fi"
USR-2698,61.6,51,64.0,0.7,2.0,0.44,"Drama,Animation,Action,Thriller,Sci-Fi"
USR-2699,16.7,25,23.5,0.5,7.0,0.72,"Romance,Animation"
USR-2700,59.6,63,79.9,0.61,1.0,0.17,"Sci-Fi,Action"
USR-2701,65.2,45,57.0,0.51,1.0,0.09,"Sci-Fi,Action"
USR-2702,83.9,67,73.8,0.5,2.0,0.16,"Sci-Fi,Action"
USR-2703,42.4,38,51.4,0.58,4.0,0.3,"Sci-Fi,Comedy,Thriller"
USR-2704,8.1,4,17.8,0.54,10.0,0.33,"Documentary,Comedy"
USR-2705,4.9,4,20.1,0.44,16.0,0.63,"Documentary,Comedy"
USR-2706,38.2,40,56.4,0.48,6.0,0.25,"Documentary,Animation,Horror"
USR-2707,14.1,32,26.8,0.34,5.0,0.75,"Comedy,Romance"
USR-2708,47.4,51,111.1,0.68,2.0,0.1,"Sci-Fi,Action"
USR-2709,72.3,46,79.8,0.71,2.0,0.11,"Thriller,Action,Sci-Fi"
USR-2710,2.2,1,13.7,0.74,41.0,0.4,"Drama,Comedy"
USR-2711,15.8,30,65.9,0.69,4.0,0.42,"Documentary,Horror,Drama"
USR-2712,47.8,40,31.7,0.65,1.0,0.29,"Horror,Drama,Animation,Romance,Documentary"
USR-2713,4.9,7,21.8,0.44,29.0,0.5,"Documentary,Comedy"
USR-2714,81.7,26,79.1,0.68,4.0,0.17,"Action,Thriller"
USR-2715,0.7,6,28.3,0.6,12.0,0.54,"Drama,Comedy"
USR-2716,64.5,36,69.7,0.66,4.0,0.09,"Action,Thriller,Sci-Fi"
USR-2717,55.7,28,95.0,0.75,1.0,0.1,"Action,Thriller"
USR-2718,7.3,4,11.4,0.46,19.0,0.45,Drama
USR-2719,5.3,31,17.6,0.59,3.0,0.8,"Comedy,Romance"
USR-2720,6.7,4,10.0,0.48,13.0,0.45,"Drama,Documentary"
USR-2721,41.1,51,41.0,0.53,2.0,0.34,"Thriller,Drama,Sci-Fi,Comedy,Action"
USR-2722,47.6,36,66.5,0.79,2.0,0.12,"Sci-Fi,Action,Thriller"
USR-2723,6.9,2,25.0,0.45,39.0,0.55,Comedy
USR-2724,6.8,24,9.9,0.53,6.0,0.9,"Comedy,Romance"
USR-2725,4.0,1,13.2,0.51,36.0,0.36,Documentary
USR-2726,38.0,40,41.4,0.64,6.0,0.26,"Sci-Fi,Animation,Documentary"
USR-2727,11.8,25,21.5,0.52,9.0,0.65,"Comedy,Animation"
USR-2728,64.0,35,56.2,0.58,2.0,0.45,"Thriller,Comedy,Animation,Drama,Sci-Fi"
USR-2729,63.3,33,40.3,0.51,5.0,0.39,"Thriller,Documentary,Animation"
USR-2730,32.9,39,43.4,0.56,6.0,0.34,"Romance,Sci-Fi,Action"
USR-2731,22.6,33,27.6,0.35,3.0,0.74,"Animation,Romance"
USR-2732,35.0,41,58.8,0.44,1.0,0.31,"Animation,Horror,Action,Comedy"
USR-2733,80.8,49,75.1,0.77,4.0,0.18,"Thriller,Sci-Fi,Action"
USR-2734,35.7,45,55.5,0.44,1.0,0.21,"Thriller,Action,Documentary,Horror,Romance"
USR-2735,56.0,67,93.6,0.66,2.0,0.14,"Sci-Fi,Action,Thriller"
USR-2736,21.1,32,37.1,0.6,7.0,0.79,"Comedy,Romance"
USR-2737,16.1,34,30.1,0.52,4.0,0.68,Animation
USR-2738,2.0,1,33.9,0.63,21.0,0.61,"Drama,Documentary"
USR-2739,59.2,38,98.7,0.56,4.0,0.07,"Sci-Fi,Thriller"
USR-2740,30.3,39,67.1,0.58,6.0,0.42,"Animation,Sci-Fi,Documentary,Horror,Action"
USR-2741,25.0,25,18.6,0.39,2.0,0.67,"Romance,Animation"
USR-2742,69.4,58,62.5,0.67,5.0,0.39,"Drama,Documentary,Comedy,Horror,Romance"
USR-2743,32.7,48,58.9,0.46,2.0,0.35,"Romance,Thriller,Action"
USR-2744,86.0,42,87.6,0.66,2.0,0.15,"Sci-Fi,Action"
USR-2745,4.7,2,27.7,0.78,28.0,0.66,"Drama,Comedy"
USR-2746,23.4,25,17.5,0.41,6.0,0.71,Romance
USR-2747,9.0,5,21.5,0.47,39.0,0.36,"Documentary,Drama"
USR-2748,66.4,35,103.4,0.52,4.0,0.17,"Thriller,Sci-Fi,Action"
USR-2749,1.4,2,15.1,0.77,15.0,0.6,"Documentary,Comedy"
USR-2750,57.9,56,81.4,0.71,1.0,0.08,"Action,Sci-Fi"
USR-2751,15.9,30,18.9,0.53,4.0,0.87,Romance
USR-2752,2.3,7,24.0,0.26,18.0,0.64,"Comedy,Documentary"
USR-2753,3.5,6,13.5,0.61,25.0,0.36,"Comedy,Drama"
USR-2754,15.9,16,25.5,0.43,7.0,0.81,Animation
USR-2755,13.6,19,18.3,0.38,2.0,0.72,Romance
USR-2756,1.6,3,13.1,0.24,24.0,0.64,Drama
USR-2757,3.1,1,9.1,0.35,21.0,0.7,Documentary
USR-2758,28.7,52,38.1,0.57,2.0,0.49,"Horror,Romance,Drama,Animation"
USR-2759,73.6,52,81.4,0.55,1.0,0.07,"Sci-Fi,Thriller"
